IP:Port,Loss,Latency
188.114.96.166:908,0%,211.40
188.114.98.74:4177,0%,211.43
188.114.99.141:1387,0%,211.43
188.114.98.136:500,0%,211.45
188.114.99.134:968,0%,211.69
188.114.98.31:7156,0%,211.94
188.114.96.221:1074,0%,211.96
188.114.98.251:968,0%,211.98
188.114.98.42:2506,0%,211.99
188.114.96.228:1070,0%,212.01
188.114.97.190:7559,0%,212.06
188.114.97.104:3476,0%,212.07
188.114.98.48:3581,0%,212.15
188.114.96.36:1074,0%,212.22
188.114.98.156:7152,0%,212.34
188.114.98.189:2371,0%,212.45
188.114.97.220:3476,0%,212.51
188.114.98.24:945,0%,212.57
188.114.99.210:8886,0%,212.58
188.114.98.253:894,0%,212.65
188.114.97.143:7152,0%,212.71
188.114.99.147:3476,0%,212.82
188.114.99.41:864,0%,212.84
188.114.98.136:4233,0%,212.85
188.114.99.135:968,0%,213.03
188.114.99.190:2408,0%,213.24
188.114.99.221:8742,0%,213.36
188.114.98.214:968,0%,213.77
188.114.99.251:3581,0%,213.80
188.114.97.160:4233,0%,218.23
188.114.97.113:5279,0%,218.39
188.114.99.65:1074,0%,218.43
188.114.98.130:500,0%,218.91
188.114.96.252:4177,0%,219.24
188.114.99.129:8886,0%,219.25
188.114.97.106:946,0%,219.29
188.114.99.130:7156,0%,219.32
188.114.98.160:934,0%,219.35
188.114.99.95:1701,0%,219.39
188.114.98.9:5279,0%,219.41
188.114.98.119:7156,0%,219.43
188.114.96.0:7281,0%,219.57
188.114.98.29:903,0%,219.58
188.114.97.129:934,0%,219.76
188.114.99.216:987,0%,219.84
188.114.99.240:2506,0%,219.86
188.114.97.22:859,0%,219.88
188.114.96.18:5279,0%,219.92
188.114.98.17:5956,0%,219.95
188.114.96.50:1018,0%,220.05
188.114.96.201:8886,0%,220.14
188.114.96.35:987,0%,220.18
188.114.98.141:4233,0%,220.18
188.114.96.50:1002,0%,220.19
188.114.99.33:1002,0%,220.23
188.114.99.142:5956,0%,220.23
188.114.98.110:1010,0%,220.25
188.114.99.156:8742,0%,220.29
188.114.96.247:4233,0%,220.41
188.114.98.27:939,0%,220.53
188.114.99.9:878,0%,220.55
188.114.97.239:880,0%,220.61
188.114.99.84:890,0%,220.63
188.114.97.130:7103,0%,220.72
188.114.99.101:5279,0%,220.79
188.114.96.222:3476,0%,220.92
188.114.97.106:8854,0%,220.92
188.114.96.144:7559,0%,220.99
188.114.99.23:1014,0%,221.00
188.114.98.193:928,0%,221.16
188.114.99.134:4500,0%,221.20
188.114.98.200:864,0%,221.20
188.114.97.112:968,0%,221.27
188.114.96.33:3854,0%,221.37
188.114.98.113:8854,0%,221.41
188.114.98.21:1070,0%,221.46
188.114.99.23:1843,0%,221.53
188.114.96.184:8319,0%,221.59
188.114.99.74:943,0%,221.65
188.114.96.69:1180,0%,221.77
188.114.98.255:1701,0%,222.01
188.114.99.254:943,0%,222.10
188.114.98.117:1018,0%,222.14
188.114.96.207:854,0%,222.34
188.114.96.61:987,0%,222.54
188.114.99.126:928,0%,222.77
188.114.99.99:7103,0%,223.00
188.114.97.89:890,0%,223.23
188.114.96.29:1701,0%,223.30
188.114.99.17:934,0%,223.57
188.114.97.58:3854,0%,223.74
188.114.97.26:854,0%,223.93
188.114.99.235:7103,0%,224.14
188.114.98.146:1002,0%,224.16
188.114.96.244:3476,0%,224.50
188.114.97.98:1010,0%,224.50
188.114.96.24:7559,0%,224.55
188.114.98.53:500,0%,224.68
188.114.97.6:928,0%,224.74
188.114.96.254:500,0%,224.88
188.114.99.136:1701,0%,225.02
188.114.99.21:1070,0%,225.21
188.114.98.240:968,0%,225.24
188.114.99.22:8319,0%,225.33
188.114.99.238:7559,0%,225.50
188.114.96.12:3138,0%,225.51
188.114.99.128:1002,0%,225.98
188.114.99.199:8854,0%,226.21
188.114.96.20:1843,0%,226.42
188.114.99.102:8886,0%,226.47
188.114.99.56:7103,0%,227.28
188.114.97.84:880,0%,234.32
188.114.98.95:3854,0%,235.00
188.114.99.27:968,0%,235.39
188.114.99.22:4500,0%,235.44
188.114.96.144:4198,0%,235.54
188.114.99.109:7152,0%,235.56
188.114.99.177:968,0%,235.65
188.114.98.242:3138,0%,235.76
188.114.98.64:854,0%,235.86
188.114.98.205:880,0%,235.86
188.114.99.144:1010,0%,235.89
188.114.99.192:880,0%,235.96
188.114.98.231:1843,0%,236.17
188.114.99.146:890,0%,236.18
188.114.96.98:5279,0%,236.19
188.114.99.174:4198,0%,236.22
188.114.96.254:4177,0%,236.30
188.114.98.21:939,0%,236.32
188.114.97.40:1701,0%,236.33
188.114.96.235:864,0%,236.39
188.114.99.69:945,0%,236.44
188.114.97.68:1387,0%,236.45
188.114.96.221:1387,0%,236.48
188.114.97.179:908,0%,236.48
188.114.96.62:939,0%,236.56
188.114.99.91:945,0%,236.57
188.114.96.180:1002,0%,236.63
188.114.96.135:942,0%,236.65
188.114.97.246:908,0%,236.66
188.114.98.250:500,0%,236.66
188.114.96.10:8742,0%,236.73
188.114.99.12:955,0%,236.78
188.114.98.58:2506,0%,236.79
188.114.99.203:4177,0%,236.80
188.114.98.40:894,0%,236.81
188.114.96.241:939,0%,236.86
188.114.99.100:968,0%,236.87
188.114.97.12:3581,0%,236.94
188.114.99.64:1074,0%,236.95
188.114.98.175:4177,0%,237.00
188.114.99.218:894,0%,237.03
188.114.98.23:1010,0%,237.09
188.114.98.34:2506,0%,237.14
188.114.99.238:945,0%,237.18
188.114.99.18:8854,0%,237.19
188.114.98.48:890,0%,237.21
188.114.96.76:1180,0%,237.21
188.114.96.218:7103,0%,237.22
188.114.98.60:3581,0%,237.32
188.114.97.72:987,0%,237.36
188.114.98.162:987,0%,237.46
188.114.99.35:1701,0%,237.51
188.114.98.201:968,0%,237.52
188.114.99.83:4500,0%,237.61
188.114.97.160:2506,0%,237.68
188.114.97.90:945,0%,237.68
188.114.97.67:988,0%,237.73
188.114.96.54:934,0%,237.79
188.114.98.170:1010,0%,237.79
188.114.99.111:8319,0%,237.80
188.114.99.73:987,0%,237.81
188.114.96.64:908,0%,237.90
188.114.98.46:1074,0%,237.94
188.114.99.36:1070,0%,237.95
188.114.98.86:3138,0%,237.96
188.114.98.20:928,0%,238.04
188.114.99.2:1014,0%,238.05
188.114.97.241:7156,0%,238.08
188.114.97.12:3138,0%,238.16
188.114.96.74:928,0%,238.18
188.114.97.182:946,0%,238.19
188.114.99.172:946,0%,238.20
188.114.98.97:1018,0%,238.23
188.114.98.79:2408,0%,238.28
188.114.98.45:7103,0%,238.30
188.114.96.24:4177,0%,238.31
188.114.98.33:8854,0%,238.31
188.114.97.142:2371,0%,238.33
188.114.99.5:928,0%,238.39
188.114.98.18:903,0%,238.41
188.114.98.131:3138,0%,238.41
188.114.96.25:4233,0%,238.42
188.114.99.80:903,0%,238.48
188.114.96.59:3581,0%,238.50
188.114.96.126:7156,0%,238.51
188.114.98.37:1387,0%,238.55
188.114.98.198:8742,0%,238.56
188.114.97.244:8742,0%,238.61
188.114.99.89:1180,0%,238.62
188.114.99.175:854,0%,238.63
188.114.98.215:955,0%,238.64
188.114.97.168:945,0%,238.65
188.114.97.163:3854,0%,238.71
188.114.96.106:942,0%,238.72
188.114.98.41:1180,0%,238.75
188.114.97.175:8886,0%,238.79
188.114.96.98:891,0%,238.79
188.114.97.249:8886,0%,238.81
188.114.96.17:1387,0%,238.84
188.114.98.49:8886,0%,238.87
188.114.99.57:8886,0%,238.92
188.114.97.200:7152,0%,238.93
188.114.99.153:946,0%,238.95
188.114.97.2:4177,0%,239.04
188.114.98.102:4233,0%,239.13
188.114.99.108:988,0%,239.17
188.114.97.110:5279,0%,239.24
188.114.99.220:7103,0%,239.27
188.114.96.154:5279,0%,239.28
188.114.99.23:8886,0%,239.29
188.114.98.156:3854,0%,239.31
188.114.99.123:1074,0%,239.31
188.114.98.139:4500,0%,239.35
188.114.99.210:903,0%,239.40
188.114.98.56:2506,0%,239.41
188.114.99.57:890,0%,239.43
188.114.98.255:7103,0%,239.45
188.114.99.123:2506,0%,239.45
188.114.97.103:3854,0%,239.51
188.114.96.86:7156,0%,239.53
188.114.96.14:2371,0%,239.70
188.114.96.87:903,0%,239.71
188.114.97.65:5956,0%,239.71
188.114.98.188:1701,0%,239.71
188.114.99.126:1843,0%,239.73
188.114.98.219:880,0%,239.73
188.114.99.99:1074,0%,239.76
188.114.98.10:7156,0%,239.80
188.114.97.197:8886,0%,239.82
188.114.98.186:943,0%,239.90
188.114.98.28:2408,0%,239.91
188.114.96.140:1387,0%,239.98
188.114.99.130:945,0%,240.01
188.114.99.244:7152,0%,240.03
188.114.97.65:943,0%,240.04
188.114.97.34:955,0%,240.05
188.114.96.198:4233,0%,240.07
188.114.97.45:1018,0%,240.11
188.114.98.74:1018,0%,240.12
188.114.97.100:8319,0%,240.14
188.114.98.215:7152,0%,240.14
188.114.98.87:955,0%,240.18
188.114.98.53:1387,0%,240.19
188.114.99.140:5279,0%,240.19
188.114.97.75:1701,0%,240.20
188.114.98.159:894,0%,240.20
188.114.98.0:4500,0%,240.21
188.114.97.127:2371,0%,240.22
188.114.98.190:955,0%,240.24
188.114.99.60:4233,0%,240.26
188.114.97.216:7281,0%,240.30
188.114.99.229:859,0%,240.32
188.114.99.151:7103,0%,240.33
188.114.96.248:3581,0%,240.37
188.114.96.96:890,0%,240.42
188.114.98.102:854,0%,240.44
188.114.99.9:908,0%,240.52
188.114.99.112:988,0%,240.53
188.114.99.40:2408,0%,240.53
188.114.97.130:864,0%,240.56
188.114.99.235:1074,0%,240.56
188.114.96.106:5956,0%,240.59
188.114.99.166:1701,0%,240.67
188.114.99.231:987,0%,240.70
188.114.96.189:894,0%,240.72
188.114.97.190:942,0%,240.73
188.114.99.191:8886,0%,240.78
188.114.99.108:880,0%,240.78
188.114.96.250:908,0%,240.89
188.114.96.64:7156,0%,240.89
188.114.97.230:500,0%,240.94
188.114.99.115:7103,0%,240.98
188.114.99.133:891,0%,241.05
188.114.96.206:3854,0%,241.09
188.114.97.12:1843,0%,241.10
188.114.99.116:3581,0%,241.13
188.114.99.245:1387,0%,241.18
188.114.99.240:1010,0%,241.22
188.114.97.247:987,0%,241.24
188.114.97.230:3854,0%,241.33
188.114.98.230:939,0%,241.34
188.114.96.79:934,0%,241.36
188.114.96.123:7103,0%,241.44
188.114.96.132:942,0%,241.45
188.114.97.66:5279,0%,241.45
188.114.98.85:4500,0%,241.46
188.114.98.84:1180,0%,241.53
188.114.99.3:4177,0%,241.53
188.114.98.226:5956,0%,241.59
188.114.97.182:988,0%,241.60
188.114.99.154:1018,0%,241.77
188.114.98.51:3854,0%,241.77
188.114.96.11:955,0%,241.78
188.114.96.62:8742,0%,241.88
188.114.97.127:7103,0%,241.95
188.114.99.54:4233,0%,241.96
188.114.99.116:928,0%,241.98
188.114.99.37:1014,0%,241.98
188.114.98.143:1070,0%,242.03
188.114.98.97:5279,0%,242.04
188.114.99.20:934,0%,242.06
188.114.98.93:890,0%,242.06
188.114.98.9:894,0%,242.10
188.114.98.229:942,0%,242.16
188.114.97.206:1074,0%,242.22
188.114.98.128:7156,0%,242.23
188.114.96.245:1843,0%,242.24
188.114.99.2:890,0%,242.30
188.114.97.120:945,0%,242.47
188.114.97.219:3476,0%,242.48
188.114.96.119:500,0%,242.50
188.114.96.226:3476,0%,242.52
188.114.96.28:2506,0%,242.55
188.114.99.110:928,0%,242.72
188.114.98.64:5956,0%,242.73
188.114.99.92:5956,0%,242.74
188.114.96.178:7156,0%,242.82
188.114.98.51:890,0%,242.88
188.114.98.158:987,0%,242.89
188.114.99.44:854,0%,242.95
188.114.99.186:1074,0%,242.98
188.114.96.107:1002,0%,242.98
188.114.99.176:934,0%,243.00
188.114.99.63:5279,0%,243.03
188.114.99.125:987,0%,243.08
188.114.97.136:5956,0%,243.24
188.114.96.176:1701,0%,243.34
188.114.99.98:7559,0%,243.42
188.114.98.253:942,0%,243.48
188.114.97.90:5279,0%,243.50
188.114.96.139:859,0%,243.52
188.114.99.203:1018,0%,243.59
188.114.98.116:891,0%,243.77
188.114.96.126:908,0%,243.86
188.114.97.242:955,0%,243.91
188.114.97.15:3581,0%,244.02
188.114.99.202:7281,0%,244.12
188.114.97.226:7559,0%,244.19
188.114.97.164:8742,0%,244.42
188.114.98.10:939,0%,244.68
188.114.96.232:945,0%,244.84
188.114.99.86:890,0%,244.89
188.114.97.222:4233,0%,244.98
188.114.96.253:3581,0%,245.04
188.114.99.28:880,0%,245.16
188.114.97.161:1070,0%,245.17
188.114.99.47:1002,0%,245.24
188.114.98.164:3581,0%,245.30
188.114.97.46:2371,0%,245.45
188.114.96.184:908,0%,245.59
188.114.98.36:7103,0%,245.60
188.114.96.115:2408,0%,245.64
188.114.96.47:1074,0%,245.90
188.114.99.86:3476,0%,245.90
188.114.99.46:4500,0%,246.08
188.114.99.196:1070,0%,246.14
188.114.98.228:943,0%,246.21
188.114.96.185:939,0%,246.94
188.114.96.234:955,0%,247.10
188.114.98.193:1843,0%,247.15
188.114.98.9:942,0%,247.33
188.114.96.219:4177,0%,247.38
188.114.97.216:945,0%,247.44
188.114.99.189:903,0%,247.70
188.114.96.128:859,0%,247.83
188.114.98.139:3581,0%,248.70
188.114.98.29:1014,0%,250.01
188.114.99.210:1843,0%,250.26
188.114.98.216:1070,20%,183.78
162.159.195.229:1018,30%,156.77
188.114.96.86:854,80%,201.94
